Training: 2024-02-02 12:22:23,655-rank_id: 0
Training: 2024-02-02 23:10:54,176-Speed 1966.96 samples/sec   Loss 11.4675   LearningRate 0.000300   Epoch: 13   Global Step: 141560   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2387  Reg Loss 0.1323  
Training: 2024-02-02 23:10:59,378-Speed 1968.68 samples/sec   Loss 11.3540   LearningRate 0.000300   Epoch: 13   Global Step: 141580   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2434  Reg Loss 0.1110  
Training: 2024-02-02 23:11:04,580-Speed 1968.81 samples/sec   Loss 11.5411   LearningRate 0.000300   Epoch: 13   Global Step: 141600   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2319  Reg Loss 0.1316  
Training: 2024-02-02 23:11:09,788-Speed 1966.82 samples/sec   Loss 11.6102   LearningRate 0.000300   Epoch: 13   Global Step: 141620   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2309  Reg Loss 0.1481  
Training: 2024-02-02 23:11:19,493-Speed 1055.28 samples/sec   Loss 10.8343   LearningRate 0.000300   Epoch: 14   Global Step: 141640   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2421  Reg Loss 0.1037  
Training: 2024-02-02 23:11:24,695-Speed 1968.95 samples/sec   Loss 10.6973   LearningRate 0.000300   Epoch: 14   Global Step: 141660   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2388  Reg Loss 0.1054  
Training: 2024-02-02 23:11:29,892-Speed 1970.85 samples/sec   Loss 10.8762   LearningRate 0.000300   Epoch: 14   Global Step: 141680   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2459  Reg Loss 0.0977  
Training: 2024-02-02 23:11:35,088-Speed 1971.04 samples/sec   Loss 10.8587   LearningRate 0.000300   Epoch: 14   Global Step: 141700   Fp16 Grad Scale: 131072   Required: 5 hours Feat Norm 3.2502  Reg Loss 0.0885  
Training: 2024-02-02 23:11:40,280-Speed 1972.84 samples/sec   Loss 10.7866   LearningRate 0.000300   Epoch: 14   Global Step: 141720   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2206  Reg Loss 0.1147  
Training: 2024-02-02 23:11:45,480-Speed 1969.86 samples/sec   Loss 10.8920   LearningRate 0.000299   Epoch: 14   Global Step: 141740   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2309  Reg Loss 0.1189  
Training: 2024-02-02 23:11:50,680-Speed 1969.66 samples/sec   Loss 10.8704   LearningRate 0.000299   Epoch: 14   Global Step: 141760   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2310  Reg Loss 0.1035  
Training: 2024-02-02 23:11:55,878-Speed 1970.26 samples/sec   Loss 10.8029   LearningRate 0.000299   Epoch: 14   Global Step: 141780   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2670  Reg Loss 0.0853  
Training: 2024-02-02 23:12:01,077-Speed 1970.13 samples/sec   Loss 10.8941   LearningRate 0.000299   Epoch: 14   Global Step: 141800   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2392  Reg Loss 0.1293  
Training: 2024-02-02 23:12:06,271-Speed 1971.66 samples/sec   Loss 10.8703   LearningRate 0.000299   Epoch: 14   Global Step: 141820   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2263  Reg Loss 0.1496  
Training: 2024-02-02 23:12:11,471-Speed 1969.96 samples/sec   Loss 10.7600   LearningRate 0.000299   Epoch: 14   Global Step: 141840   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2266  Reg Loss 0.1061  
Training: 2024-02-02 23:12:16,672-Speed 1969.15 samples/sec   Loss 10.7913   LearningRate 0.000299   Epoch: 14   Global Step: 141860   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2185  Reg Loss 0.1594  
Training: 2024-02-02 23:12:21,875-Speed 1968.39 samples/sec   Loss 10.8716   LearningRate 0.000299   Epoch: 14   Global Step: 141880   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2201  Reg Loss 0.1501  
Training: 2024-02-02 23:12:27,079-Speed 1968.04 samples/sec   Loss 10.8176   LearningRate 0.000299   Epoch: 14   Global Step: 141900   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2570  Reg Loss 0.0748  
Training: 2024-02-02 23:12:32,278-Speed 1970.51 samples/sec   Loss 10.9287   LearningRate 0.000299   Epoch: 14   Global Step: 141920   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2394  Reg Loss 0.1086  
Training: 2024-02-02 23:12:37,485-Speed 1966.84 samples/sec   Loss 10.7230   LearningRate 0.000298   Epoch: 14   Global Step: 141940   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2329  Reg Loss 0.1123  
Training: 2024-02-02 23:12:42,698-Speed 1964.96 samples/sec   Loss 10.8938   LearningRate 0.000298   Epoch: 14   Global Step: 141960   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2468  Reg Loss 0.1241  
Training: 2024-02-02 23:12:47,910-Speed 1965.04 samples/sec   Loss 10.8572   LearningRate 0.000298   Epoch: 14   Global Step: 141980   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2233  Reg Loss 0.1336  
Training: 2024-02-02 23:12:53,122-Speed 1964.90 samples/sec   Loss 10.9255   LearningRate 0.000298   Epoch: 14   Global Step: 142000   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2306  Reg Loss 0.1019  
Training: 2024-02-02 23:12:59,344-[lfw][142000]XNorm: 3.233046
Training: 2024-02-02 23:12:59,344-[lfw][142000]Accuracy-Flip: 0.96533+-0.00977
Training: 2024-02-02 23:12:59,345-[lfw][142000]Accuracy-Highest: 0.96600
Training: 2024-02-02 23:13:06,398-[cfp_fp][142000]XNorm: 3.167530
Training: 2024-02-02 23:13:06,399-[cfp_fp][142000]Accuracy-Flip: 0.77800+-0.01264
Training: 2024-02-02 23:13:06,400-[cfp_fp][142000]Accuracy-Highest: 0.78386
Training: 2024-02-02 23:13:12,599-[agedb_30][142000]XNorm: 3.219116
Training: 2024-02-02 23:13:12,601-[agedb_30][142000]Accuracy-Flip: 0.81233+-0.01526
Training: 2024-02-02 23:13:12,601-[agedb_30][142000]Accuracy-Highest: 0.81233
Training: 2024-02-02 23:13:17,793-Speed 415.09 samples/sec   Loss 10.8411   LearningRate 0.000298   Epoch: 14   Global Step: 142020   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2600  Reg Loss 0.1133  
Training: 2024-02-02 23:13:22,987-Speed 1971.80 samples/sec   Loss 10.8075   LearningRate 0.000298   Epoch: 14   Global Step: 142040   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2394  Reg Loss 0.0874  
Training: 2024-02-02 23:13:28,180-Speed 1972.36 samples/sec   Loss 10.7255   LearningRate 0.000298   Epoch: 14   Global Step: 142060   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2188  Reg Loss 0.1165  
Training: 2024-02-02 23:13:33,375-Speed 1971.50 samples/sec   Loss 10.8377   LearningRate 0.000298   Epoch: 14   Global Step: 142080   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2202  Reg Loss 0.1448  
Training: 2024-02-02 23:13:38,574-Speed 1970.15 samples/sec   Loss 10.8991   LearningRate 0.000298   Epoch: 14   Global Step: 142100   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2520  Reg Loss 0.0993  
Training: 2024-02-02 23:13:43,768-Speed 1972.07 samples/sec   Loss 10.7978   LearningRate 0.000298   Epoch: 14   Global Step: 142120   Fp16 Grad Scale: 131072   Required: 5 hours Feat Norm 3.2393  Reg Loss 0.1387  
Training: 2024-02-02 23:13:48,962-Speed 1971.81 samples/sec   Loss 10.8072   LearningRate 0.000297   Epoch: 14   Global Step: 142140   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2271  Reg Loss 0.1271  
Training: 2024-02-02 23:13:54,158-Speed 1971.06 samples/sec   Loss 10.8798   LearningRate 0.000297   Epoch: 14   Global Step: 142160   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2184  Reg Loss 0.1539  
Training: 2024-02-02 23:13:59,355-Speed 1970.97 samples/sec   Loss 10.9701   LearningRate 0.000297   Epoch: 14   Global Step: 142180   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2091  Reg Loss 0.1254  
Training: 2024-02-02 23:14:04,553-Speed 1970.33 samples/sec   Loss 10.9698   LearningRate 0.000297   Epoch: 14   Global Step: 142200   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2145  Reg Loss 0.1677  
Training: 2024-02-02 23:14:09,750-Speed 1970.95 samples/sec   Loss 10.7802   LearningRate 0.000297   Epoch: 14   Global Step: 142220   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2569  Reg Loss 0.1219  
Training: 2024-02-02 23:14:14,950-Speed 1969.57 samples/sec   Loss 10.7388   LearningRate 0.000297   Epoch: 14   Global Step: 142240   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2548  Reg Loss 0.0946  
Training: 2024-02-02 23:14:20,155-Speed 1967.90 samples/sec   Loss 10.7762   LearningRate 0.000297   Epoch: 14   Global Step: 142260   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2371  Reg Loss 0.0910  
Training: 2024-02-02 23:14:25,354-Speed 1970.09 samples/sec   Loss 10.9461   LearningRate 0.000297   Epoch: 14   Global Step: 142280   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2312  Reg Loss 0.1433  
Training: 2024-02-02 23:14:30,557-Speed 1968.74 samples/sec   Loss 10.8521   LearningRate 0.000297   Epoch: 14   Global Step: 142300   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2232  Reg Loss 0.1228  
Training: 2024-02-02 23:14:35,759-Speed 1969.07 samples/sec   Loss 10.8846   LearningRate 0.000297   Epoch: 14   Global Step: 142320   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2169  Reg Loss 0.1607  
Training: 2024-02-02 23:14:40,956-Speed 1970.59 samples/sec   Loss 10.8685   LearningRate 0.000296   Epoch: 14   Global Step: 142340   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2301  Reg Loss 0.1138  
Training: 2024-02-02 23:14:46,157-Speed 1969.37 samples/sec   Loss 10.7531   LearningRate 0.000296   Epoch: 14   Global Step: 142360   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2495  Reg Loss 0.0986  
Training: 2024-02-02 23:14:51,359-Speed 1968.92 samples/sec   Loss 10.9043   LearningRate 0.000296   Epoch: 14   Global Step: 142380   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2503  Reg Loss 0.1131  
Training: 2024-02-02 23:14:56,560-Speed 1969.37 samples/sec   Loss 10.9186   LearningRate 0.000296   Epoch: 14   Global Step: 142400   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2034  Reg Loss 0.1644  
Training: 2024-02-02 23:15:01,761-Speed 1969.11 samples/sec   Loss 10.8011   LearningRate 0.000296   Epoch: 14   Global Step: 142420   Fp16 Grad Scale: 65536   Required: 5 hours Feat Norm 3.2433  Reg Loss 0.1050  
Training: 2024-02-02 23:15:06,959-Speed 1970.84 samples/sec   Loss 10.8080   LearningRate 0.000296   Epoch: 14   Global Step: 142440   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2364  Reg Loss 0.1110  
Training: 2024-02-02 23:15:12,161-Speed 1968.49 samples/sec   Loss 10.8799   LearningRate 0.000296   Epoch: 14   Global Step: 142460   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2587  Reg Loss 0.1050  
Training: 2024-02-02 23:15:17,363-Speed 1968.83 samples/sec   Loss 10.8965   LearningRate 0.000296   Epoch: 14   Global Step: 142480   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2305  Reg Loss 0.1353  
Training: 2024-02-02 23:15:22,567-Speed 1968.07 samples/sec   Loss 11.0851   LearningRate 0.000296   Epoch: 14   Global Step: 142500   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2417  Reg Loss 0.1355  
Training: 2024-02-02 23:15:27,768-Speed 1969.00 samples/sec   Loss 10.8186   LearningRate 0.000296   Epoch: 14   Global Step: 142520   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2383  Reg Loss 0.1181  
Training: 2024-02-02 23:15:32,972-Speed 1968.52 samples/sec   Loss 11.0076   LearningRate 0.000295   Epoch: 14   Global Step: 142540   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2077  Reg Loss 0.1535  
Training: 2024-02-02 23:15:38,182-Speed 1965.80 samples/sec   Loss 10.9076   LearningRate 0.000295   Epoch: 14   Global Step: 142560   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2278  Reg Loss 0.1300  
Training: 2024-02-02 23:15:43,397-Speed 1963.84 samples/sec   Loss 10.7815   LearningRate 0.000295   Epoch: 14   Global Step: 142580   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2376  Reg Loss 0.1082  
Training: 2024-02-02 23:15:48,613-Speed 1963.77 samples/sec   Loss 10.7119   LearningRate 0.000295   Epoch: 14   Global Step: 142600   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2455  Reg Loss 0.1093  
Training: 2024-02-02 23:15:53,829-Speed 1963.57 samples/sec   Loss 10.8544   LearningRate 0.000295   Epoch: 14   Global Step: 142620   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2303  Reg Loss 0.1332  
Training: 2024-02-02 23:15:59,043-Speed 1964.31 samples/sec   Loss 10.9400   LearningRate 0.000295   Epoch: 14   Global Step: 142640   Fp16 Grad Scale: 131072   Required: 4 hours Feat Norm 3.2202  Reg Loss 0.1163  
Training: 2024-02-02 23:16:04,252-Speed 1966.37 samples/sec   Loss 10.9098   LearningRate 0.000295   Epoch: 14   Global Step: 142660   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2569  Reg Loss 0.0701  
Training: 2024-02-02 23:16:09,462-Speed 1965.80 samples/sec   Loss 10.9214   LearningRate 0.000295   Epoch: 14   Global Step: 142680   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2137  Reg Loss 0.1666  
Training: 2024-02-02 23:16:14,663-Speed 1969.22 samples/sec   Loss 11.0403   LearningRate 0.000295   Epoch: 14   Global Step: 142700   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2241  Reg Loss 0.1661  
Training: 2024-02-02 23:16:19,864-Speed 1969.10 samples/sec   Loss 10.8852   LearningRate 0.000295   Epoch: 14   Global Step: 142720   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2415  Reg Loss 0.1132  
Training: 2024-02-02 23:16:25,068-Speed 1968.29 samples/sec   Loss 11.0630   LearningRate 0.000294   Epoch: 14   Global Step: 142740   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2373  Reg Loss 0.1315  
Training: 2024-02-02 23:16:30,268-Speed 1969.87 samples/sec   Loss 10.8887   LearningRate 0.000294   Epoch: 14   Global Step: 142760   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2502  Reg Loss 0.0952  
Training: 2024-02-02 23:16:35,472-Speed 1968.16 samples/sec   Loss 10.9640   LearningRate 0.000294   Epoch: 14   Global Step: 142780   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2661  Reg Loss 0.0954  
Training: 2024-02-02 23:16:40,677-Speed 1967.80 samples/sec   Loss 11.0223   LearningRate 0.000294   Epoch: 14   Global Step: 142800   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2072  Reg Loss 0.1399  
Training: 2024-02-02 23:16:45,881-Speed 1968.10 samples/sec   Loss 10.8367   LearningRate 0.000294   Epoch: 14   Global Step: 142820   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2439  Reg Loss 0.1281  
Training: 2024-02-02 23:16:51,090-Speed 1966.19 samples/sec   Loss 10.9626   LearningRate 0.000294   Epoch: 14   Global Step: 142840   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2289  Reg Loss 0.1153  
Training: 2024-02-02 23:16:56,297-Speed 1966.85 samples/sec   Loss 10.9002   LearningRate 0.000294   Epoch: 14   Global Step: 142860   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2208  Reg Loss 0.1346  
Training: 2024-02-02 23:17:01,506-Speed 1966.25 samples/sec   Loss 10.9090   LearningRate 0.000294   Epoch: 14   Global Step: 142880   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2119  Reg Loss 0.1700  
Training: 2024-02-02 23:17:06,714-Speed 1966.90 samples/sec   Loss 10.9542   LearningRate 0.000294   Epoch: 14   Global Step: 142900   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2264  Reg Loss 0.1439  
Training: 2024-02-02 23:17:11,918-Speed 1967.89 samples/sec   Loss 10.7871   LearningRate 0.000294   Epoch: 14   Global Step: 142920   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2113  Reg Loss 0.1522  
Training: 2024-02-02 23:17:17,121-Speed 1968.44 samples/sec   Loss 10.8205   LearningRate 0.000293   Epoch: 14   Global Step: 142940   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2219  Reg Loss 0.1517  
Training: 2024-02-02 23:17:22,321-Speed 1969.54 samples/sec   Loss 10.9929   LearningRate 0.000293   Epoch: 14   Global Step: 142960   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2291  Reg Loss 0.1392  
Training: 2024-02-02 23:17:27,526-Speed 1967.99 samples/sec   Loss 10.9854   LearningRate 0.000293   Epoch: 14   Global Step: 142980   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2270  Reg Loss 0.1288  
Training: 2024-02-02 23:17:32,728-Speed 1968.58 samples/sec   Loss 10.9033   LearningRate 0.000293   Epoch: 14   Global Step: 143000   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2639  Reg Loss 0.1141  
Training: 2024-02-02 23:17:37,935-Speed 1967.33 samples/sec   Loss 10.9420   LearningRate 0.000293   Epoch: 14   Global Step: 143020   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2796  Reg Loss 0.0850  
Training: 2024-02-02 23:17:43,140-Speed 1967.60 samples/sec   Loss 10.7588   LearningRate 0.000293   Epoch: 14   Global Step: 143040   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2730  Reg Loss 0.0914  
Training: 2024-02-02 23:17:48,347-Speed 1966.87 samples/sec   Loss 10.9004   LearningRate 0.000293   Epoch: 14   Global Step: 143060   Fp16 Grad Scale: 131072   Required: 4 hours Feat Norm 3.2343  Reg Loss 0.1068  
Training: 2024-02-02 23:17:53,551-Speed 1968.21 samples/sec   Loss 10.8511   LearningRate 0.000293   Epoch: 14   Global Step: 143080   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2371  Reg Loss 0.1381  
Training: 2024-02-02 23:17:58,759-Speed 1966.44 samples/sec   Loss 11.0598   LearningRate 0.000293   Epoch: 14   Global Step: 143100   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2336  Reg Loss 0.1019  
Training: 2024-02-02 23:18:03,967-Speed 1966.51 samples/sec   Loss 10.9883   LearningRate 0.000293   Epoch: 14   Global Step: 143120   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2473  Reg Loss 0.1354  
Training: 2024-02-02 23:18:09,185-Speed 1963.05 samples/sec   Loss 10.9261   LearningRate 0.000293   Epoch: 14   Global Step: 143140   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2272  Reg Loss 0.1258  
Training: 2024-02-02 23:18:14,406-Speed 1961.85 samples/sec   Loss 11.0410   LearningRate 0.000292   Epoch: 14   Global Step: 143160   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2385  Reg Loss 0.1293  
Training: 2024-02-02 23:18:19,618-Speed 1965.16 samples/sec   Loss 10.9677   LearningRate 0.000292   Epoch: 14   Global Step: 143180   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2479  Reg Loss 0.0867  
Training: 2024-02-02 23:18:24,832-Speed 1964.14 samples/sec   Loss 10.8925   LearningRate 0.000292   Epoch: 14   Global Step: 143200   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2211  Reg Loss 0.1294  
Training: 2024-02-02 23:18:30,044-Speed 1965.32 samples/sec   Loss 10.9701   LearningRate 0.000292   Epoch: 14   Global Step: 143220   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2375  Reg Loss 0.1234  
Training: 2024-02-02 23:18:35,254-Speed 1966.01 samples/sec   Loss 10.9214   LearningRate 0.000292   Epoch: 14   Global Step: 143240   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2553  Reg Loss 0.0851  
Training: 2024-02-02 23:18:40,464-Speed 1966.02 samples/sec   Loss 10.9702   LearningRate 0.000292   Epoch: 14   Global Step: 143260   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2287  Reg Loss 0.1353  
Training: 2024-02-02 23:18:45,668-Speed 1967.89 samples/sec   Loss 10.9446   LearningRate 0.000292   Epoch: 14   Global Step: 143280   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2305  Reg Loss 0.0927  
Training: 2024-02-02 23:18:50,884-Speed 1963.82 samples/sec   Loss 11.0630   LearningRate 0.000292   Epoch: 14   Global Step: 143300   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2388  Reg Loss 0.1052  
Training: 2024-02-02 23:18:56,090-Speed 1967.41 samples/sec   Loss 10.9698   LearningRate 0.000292   Epoch: 14   Global Step: 143320   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2427  Reg Loss 0.1240  
Training: 2024-02-02 23:19:01,291-Speed 1969.28 samples/sec   Loss 11.0457   LearningRate 0.000292   Epoch: 14   Global Step: 143340   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2067  Reg Loss 0.1548  
Training: 2024-02-02 23:19:06,496-Speed 1967.57 samples/sec   Loss 10.8547   LearningRate 0.000291   Epoch: 14   Global Step: 143360   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2437  Reg Loss 0.1229  
Training: 2024-02-02 23:19:11,701-Speed 1967.75 samples/sec   Loss 11.0299   LearningRate 0.000291   Epoch: 14   Global Step: 143380   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2412  Reg Loss 0.1260  
Training: 2024-02-02 23:19:16,903-Speed 1969.06 samples/sec   Loss 10.9557   LearningRate 0.000291   Epoch: 14   Global Step: 143400   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2382  Reg Loss 0.1010  
Training: 2024-02-02 23:19:22,107-Speed 1968.15 samples/sec   Loss 10.9214   LearningRate 0.000291   Epoch: 14   Global Step: 143420   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2320  Reg Loss 0.1411  
Training: 2024-02-02 23:19:27,310-Speed 1968.55 samples/sec   Loss 10.9944   LearningRate 0.000291   Epoch: 14   Global Step: 143440   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2126  Reg Loss 0.1419  
Training: 2024-02-02 23:19:32,515-Speed 1967.88 samples/sec   Loss 10.9308   LearningRate 0.000291   Epoch: 14   Global Step: 143460   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2312  Reg Loss 0.1179  
Training: 2024-02-02 23:19:37,717-Speed 1968.62 samples/sec   Loss 10.9641   LearningRate 0.000291   Epoch: 14   Global Step: 143480   Fp16 Grad Scale: 131072   Required: 4 hours Feat Norm 3.2358  Reg Loss 0.1168  
Training: 2024-02-02 23:19:42,919-Speed 1969.11 samples/sec   Loss 10.9717   LearningRate 0.000291   Epoch: 14   Global Step: 143500   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2513  Reg Loss 0.0937  
Training: 2024-02-02 23:19:48,123-Speed 1968.08 samples/sec   Loss 10.8749   LearningRate 0.000291   Epoch: 14   Global Step: 143520   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2672  Reg Loss 0.0876  
Training: 2024-02-02 23:19:53,325-Speed 1968.90 samples/sec   Loss 10.9256   LearningRate 0.000291   Epoch: 14   Global Step: 143540   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2403  Reg Loss 0.1143  
Training: 2024-02-02 23:19:58,530-Speed 1967.86 samples/sec   Loss 10.9281   LearningRate 0.000290   Epoch: 14   Global Step: 143560   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2203  Reg Loss 0.1400  
Training: 2024-02-02 23:20:03,735-Speed 1968.08 samples/sec   Loss 10.9409   LearningRate 0.000290   Epoch: 14   Global Step: 143580   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2156  Reg Loss 0.1315  
Training: 2024-02-02 23:20:08,944-Speed 1966.15 samples/sec   Loss 10.9970   LearningRate 0.000290   Epoch: 14   Global Step: 143600   Fp16 Grad Scale: 131072   Required: 4 hours Feat Norm 3.2087  Reg Loss 0.1714  
Training: 2024-02-02 23:20:14,147-Speed 1968.40 samples/sec   Loss 10.9421   LearningRate 0.000290   Epoch: 14   Global Step: 143620   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2479  Reg Loss 0.1140  
Training: 2024-02-02 23:20:19,355-Speed 1966.98 samples/sec   Loss 11.0127   LearningRate 0.000290   Epoch: 14   Global Step: 143640   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2416  Reg Loss 0.1137  
Training: 2024-02-02 23:20:24,565-Speed 1965.92 samples/sec   Loss 10.9635   LearningRate 0.000290   Epoch: 14   Global Step: 143660   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2524  Reg Loss 0.0885  
Training: 2024-02-02 23:20:29,769-Speed 1967.85 samples/sec   Loss 10.9677   LearningRate 0.000290   Epoch: 14   Global Step: 143680   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2354  Reg Loss 0.1287  
Training: 2024-02-02 23:20:34,979-Speed 1966.10 samples/sec   Loss 10.8822   LearningRate 0.000290   Epoch: 14   Global Step: 143700   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2494  Reg Loss 0.0669  
Training: 2024-02-02 23:20:40,183-Speed 1967.85 samples/sec   Loss 11.0456   LearningRate 0.000290   Epoch: 14   Global Step: 143720   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2243  Reg Loss 0.1037  
Training: 2024-02-02 23:20:45,387-Speed 1968.25 samples/sec   Loss 10.9290   LearningRate 0.000290   Epoch: 14   Global Step: 143740   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2186  Reg Loss 0.1366  
Training: 2024-02-02 23:20:50,590-Speed 1968.60 samples/sec   Loss 10.9506   LearningRate 0.000289   Epoch: 14   Global Step: 143760   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2518  Reg Loss 0.0620  
Training: 2024-02-02 23:20:55,793-Speed 1968.45 samples/sec   Loss 10.9236   LearningRate 0.000289   Epoch: 14   Global Step: 143780   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2313  Reg Loss 0.1138  
Training: 2024-02-02 23:21:00,996-Speed 1968.67 samples/sec   Loss 10.8968   LearningRate 0.000289   Epoch: 14   Global Step: 143800   Fp16 Grad Scale: 65536   Required: 4 hours Feat Norm 3.2366  Reg Loss 0.1191  
