Training: 2024-02-18 00:57:08,166-rank_id: 0
Training: 2024-02-18 13:38:59,514-Speed 2002.88 samples/sec   Loss 9.4720   LearningRate 0.000148   Epoch: 17   Global Step: 172300   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.6755  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:39:04,619-Speed 2006.22 samples/sec   Loss 9.4190   LearningRate 0.000148   Epoch: 17   Global Step: 172320   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.7063  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:39:09,723-Speed 2007.03 samples/sec   Loss 9.5535   LearningRate 0.000148   Epoch: 17   Global Step: 172340   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.8985  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:39:14,822-Speed 2008.43 samples/sec   Loss 9.4558   LearningRate 0.000148   Epoch: 17   Global Step: 172360   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9047  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:39:19,917-Speed 2010.17 samples/sec   Loss 9.5136   LearningRate 0.000148   Epoch: 17   Global Step: 172380   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.9888  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:39:25,015-Speed 2009.10 samples/sec   Loss 9.4570   LearningRate 0.000148   Epoch: 17   Global Step: 172400   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.9453  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:39:30,115-Speed 2008.26 samples/sec   Loss 9.4630   LearningRate 0.000148   Epoch: 17   Global Step: 172420   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.8975  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:39:35,213-Speed 2008.81 samples/sec   Loss 9.3923   LearningRate 0.000148   Epoch: 17   Global Step: 172440   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.7904  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:39:40,318-Speed 2006.73 samples/sec   Loss 9.5443   LearningRate 0.000148   Epoch: 17   Global Step: 172460   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.8274  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:39:45,423-Speed 2006.37 samples/sec   Loss 9.4586   LearningRate 0.000147   Epoch: 17   Global Step: 172480   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.8691  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:39:50,528-Speed 2006.65 samples/sec   Loss 9.5690   LearningRate 0.000147   Epoch: 17   Global Step: 172500   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.7620  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:39:55,630-Speed 2007.29 samples/sec   Loss 9.3813   LearningRate 0.000147   Epoch: 17   Global Step: 172520   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.2091  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:40:00,733-Speed 2007.23 samples/sec   Loss 9.3840   LearningRate 0.000147   Epoch: 17   Global Step: 172540   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.7863  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:40:05,839-Speed 2006.37 samples/sec   Loss 9.4930   LearningRate 0.000147   Epoch: 17   Global Step: 172560   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.1353  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:40:10,941-Speed 2007.13 samples/sec   Loss 9.5234   LearningRate 0.000147   Epoch: 17   Global Step: 172580   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.6464  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:40:16,044-Speed 2007.30 samples/sec   Loss 9.4595   LearningRate 0.000147   Epoch: 17   Global Step: 172600   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.0898  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:40:21,147-Speed 2007.09 samples/sec   Loss 9.4552   LearningRate 0.000147   Epoch: 17   Global Step: 172620   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.8522  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:40:26,249-Speed 2007.36 samples/sec   Loss 9.4039   LearningRate 0.000147   Epoch: 17   Global Step: 172640   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9868  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:40:31,350-Speed 2007.93 samples/sec   Loss 9.4390   LearningRate 0.000147   Epoch: 17   Global Step: 172660   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9271  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:40:36,448-Speed 2008.84 samples/sec   Loss 9.3337   LearningRate 0.000147   Epoch: 17   Global Step: 172680   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.3276  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:40:41,554-Speed 2006.16 samples/sec   Loss 9.5121   LearningRate 0.000146   Epoch: 17   Global Step: 172700   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.8580  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:40:46,661-Speed 2005.44 samples/sec   Loss 9.4955   LearningRate 0.000146   Epoch: 17   Global Step: 172720   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9572  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:40:51,766-Speed 2006.61 samples/sec   Loss 9.4874   LearningRate 0.000146   Epoch: 17   Global Step: 172740   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.1464  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:40:56,869-Speed 2006.86 samples/sec   Loss 9.4770   LearningRate 0.000146   Epoch: 17   Global Step: 172760   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.8117  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:41:01,980-Speed 2004.25 samples/sec   Loss 9.5308   LearningRate 0.000146   Epoch: 17   Global Step: 172780   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.8771  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:41:07,090-Speed 2004.52 samples/sec   Loss 9.4429   LearningRate 0.000146   Epoch: 17   Global Step: 172800   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.8423  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:41:12,189-Speed 2008.26 samples/sec   Loss 9.5124   LearningRate 0.000146   Epoch: 17   Global Step: 172820   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.8520  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:41:17,291-Speed 2007.75 samples/sec   Loss 9.4616   LearningRate 0.000146   Epoch: 17   Global Step: 172840   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.8024  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:41:22,390-Speed 2008.74 samples/sec   Loss 9.4154   LearningRate 0.000146   Epoch: 17   Global Step: 172860   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.9386  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:41:27,492-Speed 2007.71 samples/sec   Loss 9.5055   LearningRate 0.000146   Epoch: 17   Global Step: 172880   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.9621  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:41:32,592-Speed 2008.43 samples/sec   Loss 9.4168   LearningRate 0.000145   Epoch: 17   Global Step: 172900   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.0645  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:41:37,693-Speed 2007.73 samples/sec   Loss 9.4295   LearningRate 0.000145   Epoch: 17   Global Step: 172920   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.0545  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:41:42,795-Speed 2007.57 samples/sec   Loss 9.4439   LearningRate 0.000145   Epoch: 17   Global Step: 172940   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.8378  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:41:47,895-Speed 2008.10 samples/sec   Loss 9.5824   LearningRate 0.000145   Epoch: 17   Global Step: 172960   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.8973  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:41:52,998-Speed 2007.47 samples/sec   Loss 9.5408   LearningRate 0.000145   Epoch: 17   Global Step: 172980   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9141  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:41:58,099-Speed 2007.81 samples/sec   Loss 9.4865   LearningRate 0.000145   Epoch: 17   Global Step: 173000   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.1229  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:42:03,203-Speed 2006.85 samples/sec   Loss 9.3898   LearningRate 0.000145   Epoch: 17   Global Step: 173020   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.0484  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:42:08,306-Speed 2007.28 samples/sec   Loss 9.5297   LearningRate 0.000145   Epoch: 17   Global Step: 173040   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.1564  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:42:13,404-Speed 2009.13 samples/sec   Loss 9.4785   LearningRate 0.000145   Epoch: 17   Global Step: 173060   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.1237  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:42:18,505-Speed 2007.83 samples/sec   Loss 9.5249   LearningRate 0.000145   Epoch: 17   Global Step: 173080   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.8529  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:42:23,608-Speed 2007.35 samples/sec   Loss 9.5320   LearningRate 0.000144   Epoch: 17   Global Step: 173100   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9718  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:42:28,710-Speed 2007.66 samples/sec   Loss 9.5123   LearningRate 0.000144   Epoch: 17   Global Step: 173120   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.2885  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:42:33,809-Speed 2008.82 samples/sec   Loss 9.5331   LearningRate 0.000144   Epoch: 17   Global Step: 173140   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.0142  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:42:38,912-Speed 2007.06 samples/sec   Loss 9.5991   LearningRate 0.000144   Epoch: 17   Global Step: 173160   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.3175  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:42:44,013-Speed 2007.99 samples/sec   Loss 9.5233   LearningRate 0.000144   Epoch: 17   Global Step: 173180   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.8938  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:42:49,114-Speed 2008.02 samples/sec   Loss 9.4728   LearningRate 0.000144   Epoch: 17   Global Step: 173200   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.2178  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:42:54,216-Speed 2007.58 samples/sec   Loss 9.5416   LearningRate 0.000144   Epoch: 17   Global Step: 173220   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.0081  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:42:59,316-Speed 2008.24 samples/sec   Loss 9.4685   LearningRate 0.000144   Epoch: 17   Global Step: 173240   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.1378  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:43:04,416-Speed 2008.39 samples/sec   Loss 9.5486   LearningRate 0.000144   Epoch: 17   Global Step: 173260   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9983  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:43:09,519-Speed 2007.64 samples/sec   Loss 9.4746   LearningRate 0.000144   Epoch: 17   Global Step: 173280   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9499  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:43:14,620-Speed 2007.70 samples/sec   Loss 9.4477   LearningRate 0.000143   Epoch: 17   Global Step: 173300   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.0390  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:43:19,724-Speed 2006.85 samples/sec   Loss 9.4812   LearningRate 0.000143   Epoch: 17   Global Step: 173320   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.8970  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:43:24,833-Speed 2004.64 samples/sec   Loss 9.5157   LearningRate 0.000143   Epoch: 17   Global Step: 173340   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.0013  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:43:29,937-Speed 2006.72 samples/sec   Loss 9.5069   LearningRate 0.000143   Epoch: 17   Global Step: 173360   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.8564  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:43:35,042-Speed 2006.56 samples/sec   Loss 9.5645   LearningRate 0.000143   Epoch: 17   Global Step: 173380   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.1067  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:43:40,143-Speed 2008.08 samples/sec   Loss 9.5956   LearningRate 0.000143   Epoch: 17   Global Step: 173400   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9178  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:43:45,246-Speed 2007.01 samples/sec   Loss 9.5386   LearningRate 0.000143   Epoch: 17   Global Step: 173420   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9639  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:43:50,349-Speed 2007.33 samples/sec   Loss 9.4566   LearningRate 0.000143   Epoch: 17   Global Step: 173440   Fp16 Grad Scale: 65536   Required: 2 hours Feat Norm 19.9490  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:43:55,453-Speed 2006.84 samples/sec   Loss 9.5888   LearningRate 0.000143   Epoch: 17   Global Step: 173460   Fp16 Grad Scale: 65536   Required: 2 hours Feat Norm 19.8853  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:44:00,552-Speed 2008.75 samples/sec   Loss 9.4724   LearningRate 0.000143   Epoch: 17   Global Step: 173480   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9896  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:44:05,654-Speed 2007.72 samples/sec   Loss 9.5162   LearningRate 0.000142   Epoch: 17   Global Step: 173500   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9448  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:44:10,757-Speed 2007.09 samples/sec   Loss 9.5643   LearningRate 0.000142   Epoch: 17   Global Step: 173520   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.8332  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:44:15,857-Speed 2007.98 samples/sec   Loss 9.5172   LearningRate 0.000142   Epoch: 17   Global Step: 173540   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.2929  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:44:20,960-Speed 2007.47 samples/sec   Loss 9.4750   LearningRate 0.000142   Epoch: 17   Global Step: 173560   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9905  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:44:26,058-Speed 2008.65 samples/sec   Loss 9.4820   LearningRate 0.000142   Epoch: 17   Global Step: 173580   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.7924  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:44:31,164-Speed 2006.02 samples/sec   Loss 9.4708   LearningRate 0.000142   Epoch: 17   Global Step: 173600   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.1710  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:44:36,270-Speed 2005.96 samples/sec   Loss 9.5954   LearningRate 0.000142   Epoch: 17   Global Step: 173620   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.7327  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:44:41,381-Speed 2003.96 samples/sec   Loss 9.4685   LearningRate 0.000142   Epoch: 17   Global Step: 173640   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.8977  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:44:46,481-Speed 2008.59 samples/sec   Loss 9.4820   LearningRate 0.000142   Epoch: 17   Global Step: 173660   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.8855  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:44:51,582-Speed 2007.90 samples/sec   Loss 9.6074   LearningRate 0.000142   Epoch: 17   Global Step: 173680   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.0756  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:44:56,689-Speed 2005.71 samples/sec   Loss 9.5773   LearningRate 0.000141   Epoch: 17   Global Step: 173700   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.1307  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:45:01,791-Speed 2007.08 samples/sec   Loss 9.5782   LearningRate 0.000141   Epoch: 17   Global Step: 173720   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.1733  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:45:06,896-Speed 2006.78 samples/sec   Loss 9.4497   LearningRate 0.000141   Epoch: 17   Global Step: 173740   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.0798  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:45:11,999-Speed 2007.24 samples/sec   Loss 9.5327   LearningRate 0.000141   Epoch: 17   Global Step: 173760   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9007  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:45:17,102-Speed 2007.01 samples/sec   Loss 9.5059   LearningRate 0.000141   Epoch: 17   Global Step: 173780   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.0891  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:45:22,206-Speed 2006.97 samples/sec   Loss 9.5203   LearningRate 0.000141   Epoch: 17   Global Step: 173800   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.7525  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:45:27,308-Speed 2007.42 samples/sec   Loss 9.5438   LearningRate 0.000141   Epoch: 17   Global Step: 173820   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.0787  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:45:32,415-Speed 2005.82 samples/sec   Loss 9.5844   LearningRate 0.000141   Epoch: 17   Global Step: 173840   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.2173  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:45:37,513-Speed 2009.02 samples/sec   Loss 9.5447   LearningRate 0.000141   Epoch: 17   Global Step: 173860   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9105  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:45:42,614-Speed 2007.76 samples/sec   Loss 9.5648   LearningRate 0.000141   Epoch: 17   Global Step: 173880   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.0266  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:45:47,719-Speed 2006.55 samples/sec   Loss 9.5427   LearningRate 0.000140   Epoch: 17   Global Step: 173900   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.0359  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:45:52,820-Speed 2007.96 samples/sec   Loss 9.5858   LearningRate 0.000140   Epoch: 17   Global Step: 173920   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9207  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:45:57,921-Speed 2007.89 samples/sec   Loss 9.5363   LearningRate 0.000140   Epoch: 17   Global Step: 173940   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.1447  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:46:03,019-Speed 2009.24 samples/sec   Loss 9.6015   LearningRate 0.000140   Epoch: 17   Global Step: 173960   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.1334  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:46:08,119-Speed 2008.28 samples/sec   Loss 9.5962   LearningRate 0.000140   Epoch: 17   Global Step: 173980   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.8087  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:46:13,218-Speed 2008.42 samples/sec   Loss 9.5322   LearningRate 0.000140   Epoch: 17   Global Step: 174000   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.1059  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:46:19,355-[lfw][174000]XNorm: 18.741892
Training: 2024-02-18 13:46:19,356-[lfw][174000]Accuracy-Flip: 0.79817+-0.01768
Training: 2024-02-18 13:46:19,356-[lfw][174000]Accuracy-Highest: 0.86000
Training: 2024-02-18 13:46:26,405-[cfp_fp][174000]XNorm: 20.787604
Training: 2024-02-18 13:46:26,406-[cfp_fp][174000]Accuracy-Flip: 0.62514+-0.01504
Training: 2024-02-18 13:46:26,407-[cfp_fp][174000]Accuracy-Highest: 0.68914
Training: 2024-02-18 13:46:32,566-[agedb_30][174000]XNorm: 20.596414
Training: 2024-02-18 13:46:32,566-[agedb_30][174000]Accuracy-Flip: 0.53533+-0.02596
Training: 2024-02-18 13:46:32,567-[agedb_30][174000]Accuracy-Highest: 0.61083
Training: 2024-02-18 13:46:37,675-Speed 418.72 samples/sec   Loss 9.5956   LearningRate 0.000140   Epoch: 17   Global Step: 174020   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.5607  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:46:42,775-Speed 2008.52 samples/sec   Loss 9.4758   LearningRate 0.000140   Epoch: 17   Global Step: 174040   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.8886  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:46:47,872-Speed 2009.54 samples/sec   Loss 9.5528   LearningRate 0.000140   Epoch: 17   Global Step: 174060   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.8530  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:46:52,972-Speed 2008.47 samples/sec   Loss 9.4942   LearningRate 0.000140   Epoch: 17   Global Step: 174080   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.1335  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:46:58,074-Speed 2007.38 samples/sec   Loss 9.5349   LearningRate 0.000139   Epoch: 17   Global Step: 174100   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.0472  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:47:03,175-Speed 2008.23 samples/sec   Loss 9.4511   LearningRate 0.000139   Epoch: 17   Global Step: 174120   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.1659  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:47:08,277-Speed 2007.28 samples/sec   Loss 9.5699   LearningRate 0.000139   Epoch: 17   Global Step: 174140   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.0947  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:47:13,373-Speed 2010.03 samples/sec   Loss 9.4831   LearningRate 0.000139   Epoch: 17   Global Step: 174160   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.7104  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:47:18,474-Speed 2007.55 samples/sec   Loss 9.5043   LearningRate 0.000139   Epoch: 17   Global Step: 174180   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9843  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:47:23,575-Speed 2008.14 samples/sec   Loss 9.5980   LearningRate 0.000139   Epoch: 17   Global Step: 174200   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 19.9290  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:47:28,683-Speed 2005.02 samples/sec   Loss 9.5062   LearningRate 0.000139   Epoch: 17   Global Step: 174220   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.1315  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:47:33,794-Speed 2004.24 samples/sec   Loss 9.5221   LearningRate 0.000139   Epoch: 17   Global Step: 174240   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.1971  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:47:38,903-Speed 2005.00 samples/sec   Loss 9.4833   LearningRate 0.000139   Epoch: 17   Global Step: 174260   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.0568  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:47:44,004-Speed 2007.88 samples/sec   Loss 9.5144   LearningRate 0.000139   Epoch: 17   Global Step: 174280   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 19.8646  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:47:49,109-Speed 2006.35 samples/sec   Loss 9.5072   LearningRate 0.000138   Epoch: 17   Global Step: 174300   Fp16 Grad Scale: 16384   Required: 2 hours Feat Norm 20.0496  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:47:54,210-Speed 2007.84 samples/sec   Loss 9.5401   LearningRate 0.000138   Epoch: 17   Global Step: 174320   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.0323  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 13:47:59,318-Speed 2005.61 samples/sec   Loss 9.6352   LearningRate 0.000138   Epoch: 17   Global Step: 174340   Fp16 Grad Scale: 32768   Required: 2 hours Feat Norm 20.0437  Reg Loss 0.0000  Meet Loss 0.0000
